cdr_vintage,published_yyyy_mm,forecast_year,forecast_summer_peak_mw,row_label_in_source,source_url
Dec 2023,2023-12,2031,96011.0,"Summer Peak Demand, Gross (based on normal weather)",https://www.ercot.com/files/docs/2023/12/07/CapacityDemandandReservesReport_Dec2023.xlsx
Dec 2023,2023-12,2032,98698.0,"Summer Peak Demand, Gross (based on normal weather)",https://www.ercot.com/files/docs/2023/12/07/CapacityDemandandReservesReport_Dec2023.xlsx
Dec 2023,2023-12,2033,101403.0,"Summer Peak Demand, Gross (based on normal weather)",https://www.ercot.com/files/docs/2023/12/07/CapacityDemandandReservesReport_Dec2023.xlsx
May 2024 (Revised),2024-05,2025,84754.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2026,86158.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2027,87610.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2028,88804.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2029,89765.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2030,91011.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2031,92086.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2032,93129.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2033,94144.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
May 2024 (Revised),2024-05,2034,95043.0,Base Summer Peak Demand (assuming normal weather),https://www.ercot.com/files/docs/2024/05/24/CapacityDemandandReservesReport_May2024_Revised.xlsx
Dec 2024 (pub. Feb 2025),2024-12,2025,91935.2,Total Summer Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/02/12/CapacityDemandandReservesReport_December2024.xlsx
Dec 2024 (pub. Feb 2025),2024-12,2026,108391.2,Total Summer Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/02/12/CapacityDemandandReservesReport_December2024.xlsx
Dec 2024 (pub. Feb 2025),2024-12,2027,123788.9,Total Summer Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/02/12/CapacityDemandandReservesReport_December2024.xlsx
Dec 2024 (pub. Feb 2025),2024-12,2028,137318.7,Total Summer Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/02/12/CapacityDemandandReservesReport_December2024.xlsx
Dec 2024 (pub. Feb 2025),2024-12,2029,140872.3,Total Summer Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/02/12/CapacityDemandandReservesReport_December2024.xlsx
May 2025 (Revised),2025-05,2026,95419.4,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/05/16/CapacityDemandandReservesReport_May2025_Revised.xlsx
May 2025 (Revised),2025-05,2027,105405.7,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/05/16/CapacityDemandandReservesReport_May2025_Revised.xlsx
May 2025 (Revised),2025-05,2028,123088.9,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/05/16/CapacityDemandandReservesReport_May2025_Revised.xlsx
May 2025 (Revised),2025-05,2029,130783.0,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/05/16/CapacityDemandandReservesReport_May2025_Revised.xlsx
May 2025 (Revised),2025-05,2030,141703.7,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/05/16/CapacityDemandandReservesReport_May2025_Revised.xlsx
Dec 2025,2025-12,2026,95419.4,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/12/19/CapacityDemandandReservesReport_December2025.xlsx
Dec 2025,2025-12,2027,105405.7,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/12/19/CapacityDemandandReservesReport_December2025.xlsx
Dec 2025,2025-12,2028,123088.9,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/12/19/CapacityDemandandReservesReport_December2025.xlsx
Dec 2025,2025-12,2029,130783.0,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/12/19/CapacityDemandandReservesReport_December2025.xlsx
Dec 2025,2025-12,2030,141703.7,Total Seasonal Load based on normal weather conditions*,https://www.ercot.com/files/docs/2025/12/19/CapacityDemandandReservesReport_December2025.xlsx
